,locus_tag,old_locus_tag,name,description,type,length
lcl|NC_002947.4_gene_1954,PP_RS09690,PP_1882,,RHS repeat-associated core domain-containing protein,CDS,4899
lcl|NC_002947.4_gene_1955,PP_RS09695,PP_1883,,hypothetical protein,CDS,1806
lcl|NC_002947.4_gene_1956,PP_RS09700,PP_1884,,hypothetical protein,CDS,2466
lcl|NC_002947.4_gene_1957,PP_RS09705,PP_1885,,hypothetical protein,CDS,2355
lcl|NC_002947.4_gene_1958,PP_RS09710,PP_1886,,hypothetical protein,CDS,2892
lcl|NC_002947.4_gene_1959,PP_RS09715,PP_5480,,hypothetical protein,CDS,510
lcl|NC_002947.4_gene_1960,PP_RS09720,PP_1887,,RHS repeat domain-containing protein,CDS,3870
lcl|NC_002947.4_gene_1961,PP_RS09725,PP_1888,,fimbrial protein,CDS,1095
lcl|NC_002947.4_gene_1962,PP_RS09730,PP_1889,,fimbria/pilus outer membrane usher protein,CDS,2496
lcl|NC_002947.4_gene_1963,PP_RS09735,PP_1890,,molecular chaperone,CDS,753
lcl|NC_002947.4_gene_1964,PP_RS09740,PP_1891,,fimbrial protein,CDS,540
lcl|NC_002947.4_gene_1965,PP_RS09745,PP_1892,,PA2817 family protein,CDS,411
lcl|NC_002947.4_gene_1966,PP_RS09750,PP_1893,,acyl-CoA dehydrogenase,CDS,2448
lcl|NC_002947.4_gene_1967,PP_RS09755,PP_1894,,glutathione S-transferase,CDS,624
lcl|NC_002947.4_gene_1968,PP_RS09760,PP_1895,,ABC transporter ATP-binding protein,CDS,933
lcl|NC_002947.4_gene_1969,PP_RS09765,PP_1896,,ABC transporter permease,CDS,780
lcl|NC_002947.4_gene_1970,PP_RS09770,PP_5481,,DUF2062 domain-containing protein,CDS,633
lcl|NC_002947.4_gene_1971,PP_RS09775,PP_1897,,DNA internalization-related competence protein ComEC/Rec2,CDS,2214
lcl|NC_002947.4_gene_1972,PP_RS09780,PP_1898,,MotA/TolQ/ExbB proton channel family protein,CDS,636
lcl|NC_002947.4_gene_1973,PP_RS09785,PP_1899,,biopolymer transporter ExbD,CDS,435
lcl|NC_002947.4_gene_1974,PP_RS09790,PP_1900,lpxK,tetraacyldisaccharide 4'-kinase,CDS,1002
lcl|NC_002947.4_gene_1975,PP_RS09795,PP_1901,,Trm112 family protein,CDS,186
lcl|NC_002947.4_gene_1976,PP_RS09800,PP_1902,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,CDS,765
lcl|NC_002947.4_gene_1977,PP_RS09805,PP_1903,,low molecular weight protein-tyrosine-phosphatase,CDS,465
lcl|NC_002947.4_gene_1978,PP_RS09810,PP_1904,murB,UDP-N-acetylmuramate dehydrogenase,CDS,1020
lcl|NC_002947.4_gene_1979,PP_RS09815,PP_1905,rne,ribonuclease E,CDS,3276
lcl|NC_002947.4_gene_1980,PP_RS09820,PP_1906,rluC,23S rRNA pseudouridine(955/2504/2580) synthase RluC,CDS,957
lcl|NC_002947.4_gene_1981,PP_RS09825,PP_1907,,HAD family hydrolase,CDS,675
lcl|NC_002947.4_gene_1982,PP_RS09830,PP_1908,,S49 family peptidase,CDS,990
lcl|NC_002947.4_gene_1983,PP_RS09835,PP_1909,,nucleoside triphosphate pyrophosphatase,CDS,579
lcl|NC_002947.4_gene_1984,PP_RS09840,PP_1910,,YceD family protein,CDS,528
lcl|NC_002947.4_gene_1985,PP_RS09845,PP_1911,rpmF,50S ribosomal protein L32,CDS,183
lcl|NC_002947.4_gene_1986,PP_RS09850,PP_1912,plsX,phosphate acyltransferase PlsX,CDS,1011
lcl|NC_002947.4_gene_1987,PP_RS09855,PP_1913,fabD,ACP S-malonyltransferase,CDS,939
lcl|NC_002947.4_gene_1988,PP_RS09860,PP_1914,fabG,3-oxoacyl-ACP reductase FabG,CDS,741
lcl|NC_002947.4_gene_1989,PP_RS09865,PP_1915,acpP,acyl carrier protein,CDS,237
lcl|NC_002947.4_gene_1990,PP_RS09870,PP_1916,fabF,beta-ketoacyl-ACP synthase II,CDS,1245
lcl|NC_002947.4_gene_1991,PP_RS09875,PP_1917,pabC,aminodeoxychorismate lyase,CDS,816
lcl|NC_002947.4_gene_1992,PP_RS09880,PP_1918,mltG,endolytic transglycosylase MltG,CDS,1236
lcl|NC_002947.4_gene_1993,PP_RS09885,,tmk,dTMP kinase,CDS,369
lcl|NC_002947.4_gene_1994,PP_RS09890,PP_5482,,hypothetical protein,CDS,1014
lcl|NC_002947.4_gene_1995,PP_RS09895,PP_1920,,HEPN/Toprim-associated domain-containing protein,CDS,1221
lcl|NC_002947.4_gene_1996,PP_RS09900,PP_5483,,DUF4145 domain-containing protein,CDS,552
lcl|NC_002947.4_gene_1997,PP_RS09905,PP_1921,,hypothetical protein,CDS,1164
lcl|NC_002947.4_gene_1998,PP_RS09910,PP_1922,,DUF2726 domain-containing protein,CDS,849
lcl|NC_002947.4_gene_1999,PP_RS09915,PP_1923,,hypothetical protein,CDS,789
lcl|NC_002947.4_gene_2000,PP_RS09920,PP_5484,,hypothetical protein,CDS,807
lcl|NC_002947.4_gene_2001,PP_RS09925,PP_1924,,arsinothricin resistance N-acetyltransferase ArsN1 family B,CDS,561
lcl|NC_002947.4_gene_2002,PP_RS09930,PP_1925,,ArsO family NAD(P)H-dependent flavin-containing monooxygenase,CDS,1083
lcl|NC_002947.4_gene_2003,PP_RS09935,PP_1926,,cyclin-dependent kinase inhibitor 3 family protein,CDS,504
lcl|NC_002947.4_gene_2004,PP_RS09940,PP_1927,arsH,arsenical resistance protein ArsH,CDS,714
lcl|NC_002947.4_gene_2005,PP_RS09945,PP_1928,,arsenate reductase ArsC,CDS,471
lcl|NC_002947.4_gene_2006,PP_RS09950,PP_1929,arsB,arsenical efflux pump membrane protein ArsB,CDS,1284
lcl|NC_002947.4_gene_2007,PP_RS09955,PP_1930,,metalloregulator ArsR/SmtB family transcription factor,CDS,357
lcl|NC_002947.4_gene_2008,PP_RS09960,PP_5485,arsN2,arsenic resistance N-acetyltransferase ArsN2,CDS,495
lcl|NC_002947.4_gene_2009,PP_RS09965,PP_1931,,IS1182-like element ISPpu16 family transposase,CDS,1437
lcl|NC_002947.4_gene_2010,PP_RS09970,PP_1932,,DUF2321 domain-containing protein,CDS,750
lcl|NC_002947.4_gene_2011,PP_RS09975,PP_1934,,hypothetical protein,CDS,633
lcl|NC_002947.4_gene_2012,PP_RS09980,PP_1935,,helix-turn-helix domain-containing protein,CDS,282
lcl|NC_002947.4_gene_2013,PP_RS09985,PP_5487,,hypothetical protein,CDS,393
lcl|NC_002947.4_gene_2014,PP_RS09990,PP_5488,,hypothetical protein,CDS,660
lcl|NC_002947.4_gene_2015,PP_RS09995,PP_5489,,hypothetical protein,CDS,498
lcl|NC_002947.4_gene_2016,PP_RS10000,PP_5490,,recombinase family protein,CDS,567
lcl|NC_002947.4_gene_2017,PP_RS10005,PP_1936,,KAP family NTPase,CDS,2937
lcl|NC_002947.4_gene_2018,PP_RS10010,PP_5491,,SEC-C metal-binding domain-containing protein,CDS,915
lcl|NC_002947.4_gene_2019,PP_RS10015,PP_5492,,hypothetical protein,CDS,393
lcl|NC_002947.4_gene_2020,PP_RS10020,PP_1937,,SNF2-related protein,CDS,3258
lcl|NC_002947.4_gene_2021,PP_RS10025,PP_1938,,hypothetical protein,CDS,288
lcl|NC_002947.4_gene_2022,PP_RS10030,PP_1939,,"formaldehyde dehydrogenase, glutathione-independent",CDS,162
lcl|NC_002947.4_gene_2023,PP_RS10035,PP_1940,,methyl-accepting chemotaxis protein,CDS,2151
lcl|NC_002947.4_gene_2024,PP_RS10040,PP_1941,,TetR/AcrR family transcriptional regulator,CDS,603
lcl|NC_002947.4_gene_2025,PP_RS10045,PP_1942,,LysR family transcriptional regulator,CDS,963
lcl|NC_002947.4_gene_2026,PP_RS10050,PP_1943,purU,formyltetrahydrofolate deformylase,CDS,864
lcl|NC_002947.4_gene_2027,PP_RS10055,PP_1944,,aminomethyltransferase family protein,CDS,1278
lcl|NC_002947.4_gene_2028,PP_RS10060,PP_1945,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,CDS,876
lcl|NC_002947.4_gene_2029,PP_RS10065,PP_1946,,glucose 1-dehydrogenase,CDS,789
lcl|NC_002947.4_gene_2030,PP_RS10070,PP_1947,,aminopeptidase,CDS,990
lcl|NC_002947.4_gene_2031,PP_RS10075,PP_1948,,aldehyde dehydrogenase,CDS,1428
lcl|NC_002947.4_gene_2032,PP_RS10080,PP_1949,,GMC family oxidoreductase,CDS,1635
lcl|NC_002947.4_gene_2033,PP_RS10085,PP_1950,,cytochrome P450,CDS,1179
lcl|NC_002947.4_gene_2034,PP_RS10090,PP_1951,,SDR family NAD(P)-dependent oxidoreductase,CDS,828
lcl|NC_002947.4_gene_2035,PP_RS10095,PP_1952,,MBL fold metallo-hydrolase,CDS,927
lcl|NC_002947.4_gene_2036,PP_RS10100,PP_1953,,SDR family NAD(P)-dependent oxidoreductase,CDS,840
lcl|NC_002947.4_gene_2037,PP_RS10105,PP_1954,,serine hydrolase,CDS,1167
lcl|NC_002947.4_gene_2038,PP_RS10110,PP_1955,,cytochrome P450,CDS,1236
lcl|NC_002947.4_gene_2039,PP_RS10115,PP_1956,,transporter,CDS,969
lcl|NC_002947.4_gene_2040,PP_RS10120,PP_1957,,PDR/VanB family oxidoreductase,CDS,954
lcl|NC_002947.4_gene_2041,PP_RS10125,PP_5493,,hypothetical protein,CDS,294
lcl|NC_002947.4_gene_2042,PP_RS10130,PP_5494,,hypothetical protein,CDS,471
lcl|NC_002947.4_gene_2043,PP_RS10135,PP_1958,,DUF2026 domain-containing protein,CDS,645
lcl|NC_002947.4_gene_2044,PP_RS10140,PP_5495,,hypothetical protein,CDS,438
lcl|NC_002947.4_gene_2045,PP_RS10145,PP_1959,,hypothetical protein,CDS,1161
lcl|NC_002947.4_gene_2046,PP_RS10150,PP_1960,,site-specific integrase,CDS,1323
lcl|NC_002947.4_gene_2047,PP_RS10155,PP_1961,,TetR/AcrR family transcriptional regulator,CDS,990
lcl|NC_002947.4_gene_2048,PP_RS10160,PP_1962,,tyrosine-type recombinase/integrase,CDS,2019
lcl|NC_002947.4_gene_2049,PP_RS10165,PP_1963,,hypothetical protein,CDS,1965
lcl|NC_002947.4_gene_2050,PP_RS10170,PP_1964,,deoxynucleotide monophosphate kinase,CDS,804
lcl|NC_002947.4_gene_2051,PP_RS10175,,,dTMP kinase,CDS,339
lcl|NC_002947.4_gene_2052,PP_RS10180,PP_1966,,DNA polymerase III subunit delta',CDS,987
lcl|NC_002947.4_gene_2053,PP_RS10185,PP_1967,,TatD family hydrolase,CDS,783
lcl|NC_002947.4_gene_2054,PP_RS10190,PP_1968,,TetR/AcrR family transcriptional regulator,CDS,636
lcl|NC_002947.4_gene_2055,PP_RS10195,PP_1969,,"GTP 3',8-cyclase MoaA",CDS,969
lcl|NC_002947.4_gene_2056,PP_RS10200,PP_1970,,DUF4823 domain-containing protein,CDS,606
lcl|NC_002947.4_gene_2057,PP_RS10205,PP_1971,,DUF1285 domain-containing protein,CDS,561
lcl|NC_002947.4_gene_2058,PP_RS10210,PP_t63,,tRNA-Asn,tRNA,76
lcl|NC_002947.4_gene_2059,PP_RS10215,PP_1972,,amino acid aminotransferase,CDS,1197
lcl|NC_002947.4_gene_2060,PP_RS10220,PP_1974,uvrB,excinuclease ABC subunit UvrB,CDS,2016
lcl|NC_002947.4_gene_2061,PP_RS10225,PP_1975,,MDR family MFS transporter,CDS,1491
lcl|NC_002947.4_gene_2062,PP_RS10230,PP_1976,,HlyD family secretion protein,CDS,1056
lcl|NC_002947.4_gene_2063,PP_RS10235,PP_1977,gltX,glutamate--tRNA ligase,CDS,1482
lcl|NC_002947.4_gene_2064,PP_RS10240,PP_t25,,tRNA-Ala,tRNA,76
lcl|NC_002947.4_gene_2065,PP_RS10245,PP_t26,,tRNA-Glu,tRNA,76
lcl|NC_002947.4_gene_2066,PP_RS10250,PP_t27,,tRNA-Ala,tRNA,76
lcl|NC_002947.4_gene_2067,PP_RS10255,PP_t28,,tRNA-Glu,tRNA,76
lcl|NC_002947.4_gene_2068,PP_RS10260,PP_t29,,tRNA-Ala,tRNA,76
lcl|NC_002947.4_gene_2069,PP_RS10265,PP_t30,,tRNA-Glu,tRNA,76
lcl|NC_002947.4_gene_2070,PP_RS10270,PP_1978,,TetR/AcrR family transcriptional regulator,CDS,540
lcl|NC_002947.4_gene_2071,PP_RS10275,PP_1979,,alpha/beta fold hydrolase,CDS,882
lcl|NC_002947.4_gene_2072,PP_RS10280,PP_1980,,thioesterase family protein,CDS,435
lcl|NC_002947.4_gene_2073,PP_RS10285,PP_1981,,tRNA dihydrouridine(16) synthase DusC,CDS,972
lcl|NC_002947.4_gene_2074,PP_RS10290,PP_1982,,Hsp20 family protein,CDS,444
lcl|NC_002947.4_gene_2075,PP_RS10295,PP_1983,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,3297
lcl|NC_002947.4_gene_2076,PP_RS10300,PP_1984,,LysR family transcriptional regulator,CDS,879
lcl|NC_002947.4_gene_2077,PP_RS10305,PP_1985,leuC,3-isopropylmalate dehydratase large subunit,CDS,1434
lcl|NC_002947.4_gene_2078,PP_RS10310,PP_1986,leuD,3-isopropylmalate dehydratase small subunit,CDS,645
lcl|NC_002947.4_gene_2079,PP_RS10315,PP_1987,,class I SAM-dependent methyltransferase,CDS,765
lcl|NC_002947.4_gene_2080,PP_RS10320,PP_1988,leuB,3-isopropylmalate dehydrogenase,CDS,1083
lcl|NC_002947.4_gene_2081,PP_RS10325,PP_1989,asd,aspartate-semialdehyde dehydrogenase,CDS,1113
lcl|NC_002947.4_gene_2082,PP_RS10330,PP_1990,,IS4-like element ISPpu8 family transposase,CDS,1302
lcl|NC_002947.4_gene_2083,PP_RS10335,PP_1992,,aspartate-semialdehyde dehydrogenase,CDS,1005
lcl|NC_002947.4_gene_2084,PP_RS10340,PP_1993,,FimV/HubP family polar landmark protein,CDS,2736
lcl|NC_002947.4_gene_2085,PP_RS10345,PP_1994,truA,tRNA pseudouridine(38-40) synthase TruA,CDS,861
lcl|NC_002947.4_gene_2086,PP_RS10350,PP_1995,,phosphoribosylanthranilate isomerase,CDS,621
lcl|NC_002947.4_gene_2087,PP_RS10355,PP_1996,accD,"acetyl-CoA carboxylase, carboxyltransferase subunit beta",CDS,894
lcl|NC_002947.4_gene_2088,PP_RS10360,PP_1997,folC,bifunctional tetrahydrofolate synthase/dihydrofolate synthase,CDS,1308
lcl|NC_002947.4_gene_2089,PP_RS10365,PP_1998,,SPOR domain-containing protein,CDS,645
lcl|NC_002947.4_gene_2090,PP_RS10370,PP_1999,,CvpA family protein,CDS,558
lcl|NC_002947.4_gene_2091,PP_RS10375,PP_2000,purF,amidophosphoribosyltransferase,CDS,1506
lcl|NC_002947.4_gene_2092,PP_RS10380,PP_2001,,O-succinylhomoserine sulfhydrylase,CDS,1212
lcl|NC_002947.4_gene_2093,PP_RS10385,PP_2002,,SDR family oxidoreductase,CDS,774
lcl|NC_002947.4_gene_2094,PP_RS10390,PP_t31,,tRNA-Val,tRNA,76
lcl|NC_002947.4_gene_2095,PP_RS10395,PP_t32,,tRNA-Asp,tRNA,77
lcl|NC_002947.4_gene_2096,PP_RS10400,PP_t33,,tRNA-Asp,tRNA,77
lcl|NC_002947.4_gene_2097,PP_RS10405,PP_t34,,tRNA-Asp,tRNA,77
lcl|NC_002947.4_gene_2098,PP_RS10410,PP_2003,,DUF2242 domain-containing protein,CDS,825
lcl|NC_002947.4_gene_2099,PP_RS10415,PP_2004,,AraC family transcriptional regulator,CDS,1041
lcl|NC_002947.4_gene_2100,PP_RS10420,PP_2005,,nitrilase-related carbon-nitrogen hydrolase,CDS,1119
lcl|NC_002947.4_gene_2101,PP_RS10425,PP_2006,,TULIP family P47-like protein,CDS,1644
lcl|NC_002947.4_gene_2102,PP_RS10430,PP_2007,,TULIP family P47-like protein,CDS,1233
lcl|NC_002947.4_gene_2103,PP_RS10435,PP_2008,,"NADPH-dependent 2,4-dienoyl-CoA reductase",CDS,2037
lcl|NC_002947.4_gene_2104,PP_RS10440,PP_2009,,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,CDS,894
lcl|NC_002947.4_gene_2105,PP_RS10445,PP_2010,,cytochrome b,CDS,546
lcl|NC_002947.4_gene_2106,PP_RS10450,PP_2011,,DUF1853 family protein,CDS,1023
lcl|NC_002947.4_gene_2107,PP_RS10455,PP_2012,,NAD(+) kinase,CDS,891
lcl|NC_002947.4_gene_2108,PP_RS10460,PP_2013,,metallophosphoesterase,CDS,972
lcl|NC_002947.4_gene_2109,PP_RS10465,PP_2014,,rhomboid family intramembrane serine protease,CDS,888
lcl|NC_002947.4_gene_2110,PP_RS10470,PP_2015,,YeaC family protein,CDS,261
lcl|NC_002947.4_gene_2111,PP_RS10475,PP_2016,,DUF2797 domain-containing protein,CDS,831
lcl|NC_002947.4_gene_2112,PP_RS10480,PP_2017,pepN,aminopeptidase N,CDS,2658
lcl|NC_002947.4_gene_2113,PP_RS10485,PP_2018,,YCF48-related protein,CDS,1041
lcl|NC_002947.4_gene_2114,PP_RS10490,PP_2019,,RND family transporter,CDS,2376
lcl|NC_002947.4_gene_2115,PP_RS10495,PP_2020,,DUF5629 family protein,CDS,291
lcl|NC_002947.4_gene_2116,PP_RS10500,PP_2021,,lactonase family protein,CDS,1131
lcl|NC_002947.4_gene_2117,PP_RS28295,PP_5496,,hypothetical protein,CDS,177
lcl|NC_002947.4_gene_2118,PP_RS10505,PP_2023,,glutathione S-transferase,CDS,594
lcl|NC_002947.4_gene_2119,PP_RS10510,PP_2024,,AAA family ATPase,CDS,3645
lcl|NC_002947.4_gene_2120,PP_RS10515,PP_2025,,exonuclease SbcCD subunit D C-terminal domain-containing protein,CDS,1239
lcl|NC_002947.4_gene_2121,PP_RS28535,,,RHS repeat-associated core domain-containing protein,CDS,237
lcl|NC_002947.4_gene_2122,PP_RS10525,PP_2026,,hypothetical protein,CDS,267
lcl|NC_002947.4_gene_2123,PP_RS10530,PP_2027,,BatD family protein,CDS,1632
lcl|NC_002947.4_gene_2124,PP_RS10535,PP_2028,,tetratricopeptide repeat protein,CDS,1719
lcl|NC_002947.4_gene_2125,PP_RS10540,PP_2029,,VWA domain-containing protein,CDS,1077
lcl|NC_002947.4_gene_2126,PP_RS10545,PP_2030,,DUF4381 domain-containing protein,CDS,495
lcl|NC_002947.4_gene_2127,PP_RS10550,PP_2031,,DUF58 domain-containing protein,CDS,945
lcl|NC_002947.4_gene_2128,PP_RS10555,PP_2032,,MoxR family ATPase,CDS,960
lcl|NC_002947.4_gene_2129,PP_RS10560,PP_2033,,DUF2235 domain-containing protein,CDS,1311
lcl|NC_002947.4_gene_2130,PP_RS10565,PP_2034,,MFS transporter,CDS,1218
lcl|NC_002947.4_gene_2131,PP_RS10570,PP_2035,,benzoate/H(+) symporter BenE family transporter,CDS,1215
lcl|NC_002947.4_gene_2132,PP_RS10575,PP_2036,,dihydrodipicolinate synthase family protein,CDS,888
lcl|NC_002947.4_gene_2133,PP_RS10580,PP_2037,,aldolase,CDS,783
lcl|NC_002947.4_gene_2134,PP_RS10585,PP_2038,,AMP-binding protein,CDS,1548
lcl|NC_002947.4_gene_2135,PP_RS10590,PP_2039,,acyl-CoA dehydrogenase family protein,CDS,1167
lcl|NC_002947.4_gene_2136,PP_RS10595,PP_2040,,MFS transporter,CDS,1254
lcl|NC_002947.4_gene_2137,PP_RS10600,PP_2041,,LysR family transcriptional regulator,CDS,945
lcl|NC_002947.4_gene_2138,PP_RS10605,PP_2042,,DUF1302 domain-containing protein,CDS,1854
lcl|NC_002947.4_gene_2139,PP_RS10610,PP_2043,,DUF1329 domain-containing protein,CDS,1311
lcl|NC_002947.4_gene_2140,PP_RS10615,PP_2044,,YidH family protein,CDS,387
lcl|NC_002947.4_gene_2141,PP_RS10620,PP_5499,,DUF202 domain-containing protein,CDS,294
lcl|NC_002947.4_gene_2142,PP_RS10625,PP_2045,,alkyl/aryl-sulfatase,CDS,1962
lcl|NC_002947.4_gene_2143,PP_RS10630,PP_2046,,LysR family transcriptional regulator,CDS,924
lcl|NC_002947.4_gene_2144,PP_RS10635,PP_2047,,3-hydroxyacyl-CoA dehydrogenase,CDS,1239
lcl|NC_002947.4_gene_2145,PP_RS10640,PP_2048,,acyl-CoA dehydrogenase C-terminal domain-containing protein,CDS,1776
lcl|NC_002947.4_gene_2146,PP_RS10645,PP_2049,,iron-containing alcohol dehydrogenase,CDS,1164
lcl|NC_002947.4_gene_2147,PP_RS10650,PP_2050,,thioesterase family protein,CDS,453
lcl|NC_002947.4_gene_2148,PP_RS10655,PP_2051,,acetyl-CoA C-acyltransferase,CDS,1185
lcl|NC_002947.4_gene_2149,PP_RS10660,PP_2052,,bifunctional mannitol-1-phosphate dehydrogenase/phosphatase,CDS,2124
lcl|NC_002947.4_gene_2150,PP_RS10665,PP_2053,,DUF3144 domain-containing protein,CDS,297
lcl|NC_002947.4_gene_2151,PP_RS10670,PP_2054,,LysR family transcriptional regulator,CDS,894
lcl|NC_002947.4_gene_2152,PP_RS10675,PP_2055,,4-oxalomesaconate tautomerase,CDS,1080
lcl|NC_002947.4_gene_2153,PP_RS10680,PP_2056,,dicarboxylate/amino acid:cation symporter,CDS,1308
lcl|NC_002947.4_gene_2154,PP_RS10685,PP_2057,,CitMHS family transporter,CDS,1305
lcl|NC_002947.4_gene_2155,PP_RS10690,PP_2058,,OprD family porin,CDS,1254
lcl|NC_002947.4_gene_2156,PP_RS10695,PP_2059,,CsbD family protein,CDS,249
lcl|NC_002947.4_gene_2157,PP_RS10700,PP_2060,soxR,redox-sensitive transcriptional activator SoxR,CDS,456
lcl|NC_002947.4_gene_2158,PP_RS10705,,,hypothetical protein,CDS,339
lcl|NC_002947.4_gene_2159,PP_RS10710,PP_2062,,RHS repeat-associated core domain-containing protein,CDS,591
lcl|NC_002947.4_gene_2160,PP_RS10715,PP_5501,,RHS repeat-associated core domain-containing protein,CDS,948
lcl|NC_002947.4_gene_2161,PP_RS10720,PP_2064,,efflux RND transporter periplasmic adaptor subunit,CDS,1098
lcl|NC_002947.4_gene_2162,PP_RS10725,PP_2065,,MexW/MexI family multidrug efflux RND transporter permease subunit,CDS,3084
lcl|NC_002947.4_gene_2163,PP_RS10730,PP_2066,,GntR family transcriptional regulator,CDS,738
lcl|NC_002947.4_gene_2164,PP_RS10735,PP_2067,,DHA2 family efflux MFS transporter permease subunit,CDS,1515
lcl|NC_002947.4_gene_2165,PP_RS10740,PP_2068,,HlyD family secretion protein,CDS,1146
lcl|NC_002947.4_gene_2166,PP_RS10745,PP_2069,,efflux transporter outer membrane subunit,CDS,1419
lcl|NC_002947.4_gene_2167,PP_RS10750,PP_2070,,helix-turn-helix transcriptional regulator,CDS,711
lcl|NC_002947.4_gene_2168,PP_RS10755,PP_2071,,cupin domain-containing protein,CDS,387
lcl|NC_002947.4_gene_2169,PP_RS10760,PP_2072,,AraC family transcriptional regulator,CDS,825
lcl|NC_002947.4_gene_2170,PP_RS10765,PP_2073,,acetyltransferase,CDS,444
lcl|NC_002947.4_gene_2171,PP_RS10770,PP_2074,,LysR family transcriptional regulator,CDS,969
lcl|NC_002947.4_gene_2172,PP_RS10775,PP_2075,,DUF6708 domain-containing protein,CDS,1131
lcl|NC_002947.4_gene_2173,PP_RS10780,PP_2076,,T6SS effector BTH_I2691 family protein,CDS,2673
lcl|NC_002947.4_gene_2174,PP_RS10785,PP_2077,lysA,diaminopimelate decarboxylase,CDS,1233
lcl|NC_002947.4_gene_2175,PP_RS10790,PP_2078,,LysR family transcriptional regulator,CDS,906
lcl|NC_002947.4_gene_2176,PP_RS10795,PP_2079,,hypothetical protein,CDS,354
lcl|NC_002947.4_gene_2177,PP_RS10800,PP_2080,,NAD-glutamate dehydrogenase,CDS,4866
lcl|NC_002947.4_gene_2178,PP_RS10805,PP_2081,,"pyruvate, water dikinase regulatory protein",CDS,819
lcl|NC_002947.4_gene_2179,PP_RS10810,PP_2082,ppsA,phosphoenolpyruvate synthase,CDS,2376
lcl|NC_002947.4_gene_2180,PP_RS10815,PP_2083,,alpha/beta fold hydrolase,CDS,993
lcl|NC_002947.4_gene_2181,PP_RS10820,PP_2084,rraA,ribonuclease E activity regulator RraA,CDS,492
lcl|NC_002947.4_gene_2182,PP_RS10825,PP_2085,,zinc transporter ZntB,CDS,996
lcl|NC_002947.4_gene_2183,PP_RS10830,PP_2086,,hypothetical protein,CDS,273
lcl|NC_002947.4_gene_2184,PP_RS10835,PP_2087,,mechanosensitive ion channel domain-containing protein,CDS,825
lcl|NC_002947.4_gene_2185,PP_RS10840,PP_2088,sigX,RNA polymerase sigma factor SigX,CDS,567
lcl|NC_002947.4_gene_2186,PP_RS10845,PP_2089,,OmpA family protein,CDS,1035
lcl|NC_002947.4_gene_2187,PP_RS10850,PP_2090,cobA,uroporphyrinogen-III C-methyltransferase,CDS,741
lcl|NC_002947.4_gene_2188,PP_RS10855,PP_2091,,bifunctional protein-serine/threonine kinase/phosphatase,CDS,1671
lcl|NC_002947.4_gene_2189,PP_RS10860,PP_2092,,NarK/NasA family nitrate transporter,CDS,1212
lcl|NC_002947.4_gene_2190,PP_RS10865,PP_2093,,ANTAR domain-containing response regulator,CDS,576
lcl|NC_002947.4_gene_2191,PP_RS10870,PP_2094,,CmpA/NrtA family ABC transporter substrate-binding protein,CDS,1215
lcl|NC_002947.4_gene_2192,PP_RS10875,PP_2095,,quinone-dependent dihydroorotate dehydrogenase,CDS,1023
lcl|NC_002947.4_gene_2193,PP_RS10880,PP_5502,,ribosome modulation factor,CDS,216
lcl|NC_002947.4_gene_2194,PP_RS10885,PP_2096,rlmKL,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL,CDS,2193
lcl|NC_002947.4_gene_2195,PP_RS10890,PP_2097,,diguanylate cyclase,CDS,2403
lcl|NC_002947.4_gene_2196,PP_RS10895,PP_2098,dacB,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase,CDS,1455
lcl|NC_002947.4_gene_2197,PP_RS10900,PP_2099,,YggL family protein,CDS,345
lcl|NC_002947.4_gene_2198,PP_RS10905,PP_2100,,ATP-binding protein,CDS,3630
lcl|NC_002947.4_gene_2199,PP_RS10910,PP_2101,,response regulator transcription factor,CDS,618
lcl|NC_002947.4_gene_2200,PP_RS10915,PP_2102,,deoxyguanosinetriphosphate triphosphohydrolase,CDS,1332
lcl|NC_002947.4_gene_2201,PP_RS10920,PP_2103,,hypothetical protein,CDS,330
lcl|NC_002947.4_gene_2202,PP_RS10925,PP_2104,,phage holin family protein,CDS,375
lcl|NC_002947.4_gene_2203,PP_RS10930,PP_2105,,YqjD family protein,CDS,315
lcl|NC_002947.4_gene_2204,PP_RS10935,PP_2106,,ammonium transporter,CDS,1209
lcl|NC_002947.4_gene_2205,PP_RS10940,PP_2107,,glutaredoxin family protein,CDS,240
lcl|NC_002947.4_gene_2206,PP_RS10945,PP_2108,,D-Ala-D-Ala carboxypeptidase family metallohydrolase,CDS,432
lcl|NC_002947.4_gene_2207,PP_RS10950,PP_2109,,hypothetical protein,CDS,309
lcl|NC_002947.4_gene_2208,PP_RS10955,PP_2110,,pseudouridine synthase,CDS,885
lcl|NC_002947.4_gene_2209,PP_RS10960,PP_2111,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566
lcl|NC_002947.4_gene_2210,PP_RS10965,PP_2112,acnA,aconitate hydratase AcnA,CDS,2742
