,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_2168,113.0,336.0,309.0,PP_RS11245,tal,transaldolase,CDS,927
PP_2169,30.0,63.0,62.0,PP_RS11250,dusA,tRNA dihydrouridine(20/20a) synthase DusA,CDS,1011
PP_5434,1.0,8.0,2.0,PP_RS28825,,aryl-sulfate sulfotransferase,CDS,181
PP_2171,3.0,11.0,13.0,PP_RS11260,,LysE family translocator,CDS,627
PP_2172,37.0,98.0,62.0,PP_RS11270,,hypothetical protein,CDS,444
PP_2173,12.0,31.0,27.0,PP_RS11275,,GyrI-like domain-containing protein,CDS,840
PP_2174,5.0,19.0,8.0,PP_RS11280,,GFA family protein,CDS,393
PP_2175,17.0,21.0,6.0,PP_RS11285,,SDR family oxidoreductase,CDS,705
PP_2176,19.0,26.0,26.0,PP_RS11290,,LysR substrate-binding domain-containing protein,CDS,894
PP_2177,7.0,9.0,2.0,PP_RS11295,,helix-turn-helix domain-containing protein,CDS,555
PP_2178,14.0,5.0,6.0,PP_RS11300,,glutamine synthetase family protein,CDS,1347
PP_0213,218.0,773.0,941.0,PP_RS01135,gabD,NADP-dependent succinate-semialdehyde dehydrogenase,CDS,1443
PP_2179,6.0,16.0,16.0,PP_RS11305,,gamma-glutamyl-gamma-aminobutyrate hydrolase family protein,CDS,774
PP_2180,40.0,18.0,18.0,PP_RS11310,,aspartate aminotransferase family protein,CDS,1359
PP_2181,24.0,57.0,56.0,PP_RS11315,,helix-turn-helix domain-containing protein,CDS,555
PP_2182,57.0,174.0,88.0,PP_RS11320,,ProQ/FinO family protein,CDS,516
PP_2183,2.0,1.0,10.0,PP_RS11325,,formate dehydrogenase subunit gamma,CDS,483
PP_2184,12.0,22.0,28.0,PP_RS11330,,NADH-quinone oxidoreductase subunit NuoF,CDS,1560
PP_2185,31.0,56.0,60.0,PP_RS11335,fdhF,formate dehydrogenase subunit alpha,CDS,2883
PP_2186,0.0,2.0,7.0,PP_RS11340,,formate dehydrogenase subunit delta,CDS,204
PP_2187,84.0,431.0,533.0,PP_RS11345,,universal stress protein,CDS,864
PP_2188,10.0,39.0,71.0,PP_RS11350,miaE,tRNA-(ms[2]io[6]A)-hydroxylase,CDS,618
PP_0214,98.0,247.0,377.0,PP_RS01140,gabT,4-aminobutyrate--2-oxoglutarate transaminase,CDS,1278
PP_2189,49.0,85.0,97.0,PP_RS11355,,YqjD family protein,CDS,321
PP_2190,20.0,95.0,71.0,PP_RS11360,,hypothetical protein,CDS,264
PP_2191,17.0,27.0,18.0,PP_RS11365,,LEA type 2 family protein,CDS,480
PP_2192,5.0,19.0,18.0,PP_RS11370,,sigma-70 family RNA polymerase sigma factor,CDS,1125
PP_2193,26.0,44.0,17.0,PP_RS11375,,TonB-dependent receptor,CDS,2427
PP_2194,7.0,21.0,12.0,PP_RS11380,,LysR family transcriptional regulator,CDS,891
PP_2195,38.0,29.0,24.0,PP_RS11385,,extracellular solute-binding protein,CDS,1080
PP_2196,11.0,10.0,22.0,PP_RS11390,speB,agmatinase,CDS,966
PP_2197,11.0,33.0,54.0,PP_RS11395,,hypothetical protein,CDS,318
PP_2198,26.0,39.0,79.0,PP_RS11400,,PQQ-dependent sugar dehydrogenase,CDS,1146
PP_0215,68.0,128.0,140.0,PP_RS01145,,response regulator,CDS,1260
PP_2199,5.0,39.0,27.0,PP_RS11405,zapE,cell division protein ZapE,CDS,1107
PP_2200,17.0,21.0,24.0,PP_RS11410,,DinB family protein,CDS,582
PP_2201,24.0,54.0,40.0,PP_RS11415,,alpha/beta fold hydrolase,CDS,999
PP_2202,4.0,4.0,0.0,PP_RS11420,,YqaA family protein,CDS,438
PP_2203,4.0,3.0,8.0,PP_RS11425,,DUF411 domain-containing protein,CDS,429
PP_2204,15.0,53.0,45.0,PP_RS11430,,copper resistance protein B,CDS,885
PP_2205,15.0,32.0,40.0,PP_RS11435,,copper resistance system multicopper oxidase,CDS,1725
PP_2206,26.0,89.0,100.0,PP_RS11440,yegQ,tRNA 5-hydroxyuridine modification protein YegQ,CDS,1335
PP_2207,16.0,36.0,34.0,PP_RS11445,,AI-2E family transporter,CDS,1065
PP_2208,4.0,10.0,18.0,PP_RS11450,phnX,phosphonoacetaldehyde hydrolase,CDS,828
PP_0216,24.0,32.0,30.0,PP_RS01150,,sensor domain-containing diguanylate cyclase,CDS,1029
PP_2209,18.0,5.0,6.0,PP_RS11455,,2-aminoethylphosphonate--pyruvate transaminase,CDS,1107
PP_2210,3.0,12.0,10.0,PP_RS11460,,LysR substrate-binding domain-containing protein,CDS,864
PP_2211,20.0,33.0,34.0,PP_RS11465,,AraC family transcriptional regulator,CDS,1023
PP_2212,81.0,141.0,101.0,PP_RS11470,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4446
PP_2213,34.0,27.0,25.0,PP_RS11475,,acyl-CoA synthetase,CDS,1647
PP_2214,12.0,24.0,11.0,PP_RS11480,,SDR family NAD(P)-dependent oxidoreductase,CDS,768
PP_2215,9.0,28.0,15.0,PP_RS11485,,acetyl-CoA C-acyltransferase,CDS,1194
PP_2216,19.0,22.0,28.0,PP_RS11490,,acyl-CoA dehydrogenase,CDS,1128
PP_2217,6.0,65.0,55.0,PP_RS11495,,enoyl-CoA hydratase,CDS,774
PP_2218,33.0,58.0,53.0,PP_RS11500,,IS4-like element ISPpu8 family transposase,CDS,1302
PP_0217,33.0,60.0,74.0,PP_RS01155,desA,delta-9 fatty acid desaturase DesA,CDS,1185
PP_2219,8.0,52.0,27.0,PP_RS28545,,hypothetical protein,CDS,369
PP_2220,20.0,50.0,75.0,PP_RS11510,,TraR/DksA family transcriptional regulator,CDS,405
PP_2222,0.0,2.0,0.0,PP_RS11515,,hypothetical protein,CDS,195
PP_2223,23.0,63.0,65.0,PP_RS11520,,hypothetical protein,CDS,471
PP_2224,8.0,19.0,6.0,PP_RS11525,,hypothetical protein,CDS,213
PP_2225,7.0,27.0,20.0,PP_RS11530,,Na+/H+ antiporter subunit G,CDS,366
PP_2226,11.0,12.0,9.0,PP_RS11535,,K+/H+ antiporter subunit F,CDS,279
PP_2227,7.0,34.0,30.0,PP_RS11540,,Na+/H+ antiporter subunit E,CDS,489
PP_2228,21.0,49.0,49.0,PP_RS11545,,monovalent cation/H+ antiporter subunit D,CDS,1680
PP_2229,6.0,25.0,9.0,PP_RS11550,,Na+/H+ antiporter subunit C,CDS,345
PP_0218,34.0,71.0,71.0,PP_RS01160,,phosphodiesterase DibA,CDS,1896
PP_2230,58.0,119.0,83.0,PP_RS11555,,monovalent cation/H+ antiporter subunit A,CDS,2916
PP_2231,10.0,15.0,12.0,PP_RS11560,,DMT family transporter,CDS,951
PP_2232,6.0,23.0,11.0,PP_RS11565,,helix-turn-helix domain-containing protein,CDS,564
PP_2233,12.0,27.0,32.0,PP_RS11570,,cysteine hydrolase family protein,CDS,549
PP_2234,10.0,36.0,56.0,PP_RS11575,,GlxA family transcriptional regulator,CDS,993
PP_2235,21.0,16.0,12.0,PP_RS11580,,antibiotic biosynthesis monooxygenase,CDS,381
PP_2236,6.0,10.0,10.0,PP_RS11585,,S9 family peptidase,CDS,771
PP_2237,12.0,35.0,27.0,PP_RS11590,,DUF3182 family protein,CDS,1119
PP_2238,37.0,202.0,184.0,PP_RS11595,,aminopeptidase P family protein,CDS,1809
PP_5504,18.0,38.0,56.0,PP_RS11600,,hypothetical protein,CDS,282
PP_0219,13.0,16.0,12.0,PP_RS01165,,methionine ABC transporter permease,CDS,645
PP_2239,13.0,22.0,16.0,PP_RS11605,rhtA,threonine/homoserine exporter RhtA,CDS,888
PP_16SF,8504206.0,7862366.0,6974555.0,PP_RS11610,,16S ribosomal RNA,rRNA,1537
PP_t35,0.0,0.0,2.0,PP_RS11615,,tRNA-Ile,tRNA,77
PP_t36,0.0,0.0,4.0,PP_RS11620,,tRNA-Ala,tRNA,76
PP_23SF,12166760.0,14519944.0,13259564.0,PP_RS11625,,23S ribosomal RNA,rRNA,2893
PP_5SF,17.0,453.0,435.0,PP_RS11630,rrf,5S ribosomal RNA,rRNA,116
PP_2240,27.0,25.0,34.0,PP_RS11635,,ABC transporter ATP-binding protein/permease,CDS,1809
PP_2241,22.0,14.0,13.0,PP_RS11640,,MFS transporter,CDS,1200
PP_2242,41.0,30.0,14.0,PP_RS11645,,TonB-dependent siderophore receptor,CDS,2235
PP_2243,2.0,13.0,7.0,PP_RS11650,,histidine phosphatase family protein,CDS,540
PP_0220,21.0,3.0,11.0,PP_RS01170,,methionine ABC transporter ATP-binding protein,CDS,1110
PP_2244,6.0,26.0,15.0,PP_RS11655,,sulfite exporter TauE/SafE family protein,CDS,786
PP_2245,10.0,14.0,8.0,PP_RS11660,,helix-turn-helix domain-containing protein,CDS,594
PP_2246,6.0,5.0,4.0,PP_RS11665,,FAD-binding oxidoreductase,CDS,1137
PP_2247,12.0,12.0,11.0,PP_RS11670,,RidA family protein,CDS,378
PP_2248,20.0,14.0,18.0,PP_RS11675,,membrane protein,CDS,1065
PP_2249,44.0,93.0,100.0,PP_RS11680,mcpA,methyl-accepting chemotaxis protein McpA,CDS,1887
PP_2250,7.0,9.0,7.0,PP_RS11685,,LysR family transcriptional regulator,CDS,879
PP_2251,78.0,370.0,323.0,PP_RS11690,,PACE efflux transporter,CDS,429
PP_2252,34.0,97.0,54.0,PP_RS11695,,hypothetical protein,CDS,1050
PP_2253,8.0,8.0,7.0,PP_RS11700,,GntR family transcriptional regulator,CDS,669
PP_0221,22.0,15.0,12.0,PP_RS01175,,MetQ/NlpA family ABC transporter substrate-binding protein,CDS,801
PP_2254,5.0,12.0,23.0,PP_RS11705,,FadR/GntR family transcriptional regulator,CDS,699
PP_2255,22.0,49.0,39.0,PP_RS11710,,C4-dicarboxylate transporter DctA,CDS,1311
PP_2256,13.0,35.0,20.0,PP_RS11715,,helix-turn-helix domain-containing protein,CDS,315
PP_2257,21.0,60.0,73.0,PP_RS11720,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566
PP_2258,26.0,89.0,70.0,PP_RS11725,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,1689
PP_2259,17.0,20.0,12.0,PP_RS11730,,sigma-54-dependent Fis family transcriptional regulator,CDS,1749
PP_2260,7.0,5.0,9.0,PP_RS11735,,ABC transporter ATP-binding protein,CDS,1095
PP_2261,9.0,8.0,8.0,PP_RS11740,,ABC transporter ATP-binding protein,CDS,1098
PP_2262,9.0,4.0,5.0,PP_RS11745,,carbohydrate ABC transporter permease,CDS,867
PP_2263,15.0,9.0,10.0,PP_RS11750,,carbohydrate ABC transporter permease,CDS,801
PP_0222,27.0,23.0,9.0,PP_RS01180,,LLM class flavin-dependent oxidoreductase,CDS,1386
PP_5505,1.0,1.0,0.0,PP_RS11755,,DUF2160 domain-containing protein,CDS,273
PP_2264,36.0,38.0,34.0,PP_RS11760,,ABC transporter substrate-binding protein,CDS,1740
PP_2265,19.0,97.0,125.0,PP_RS11765,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,CDS,855
PP_t39,0.0,2.0,4.0,PP_RS11780,,tRNA-Leu,tRNA,85
PP_2266,50.0,24.0,20.0,PP_RS11785,,DNA-directed RNA polymerase,CDS,2547
PP_5507,1.0,6.0,0.0,PP_RS11790,,hypothetical protein,CDS,177
PP_2267,19.0,1.0,2.0,PP_RS11795,,DUF2815 family protein,CDS,681
PP_2268,11.0,3.0,0.0,PP_RS11800,,endodeoxyribonuclease,CDS,483
PP_0223,8.0,31.0,11.0,PP_RS01185,,SfnB family sulfur acquisition oxidoreductase,CDS,1182
PP_2269,4.0,0.0,0.0,PP_RS11805,,N-acetylmuramoyl-L-alanine amidase,CDS,450
PP_2270,33.0,29.0,18.0,PP_RS11810,,toprim domain-containing protein,CDS,1605
PP_5509,6.0,6.0,1.0,PP_RS11820,,hypothetical protein,CDS,411
PP_5510,3.0,2.0,1.0,PP_RS11825,,hypothetical protein,CDS,195
PP_2272,12.0,15.0,6.0,PP_RS11835,,hypothetical protein,CDS,558
PP_5511,1.0,1.0,2.0,PP_RS11840,,hypothetical protein,CDS,195
PP_2273,30.0,23.0,23.0,PP_RS11845,,DNA polymerase,CDS,2052
PP_2274,2.0,5.0,4.0,PP_RS11850,,hypothetical protein,CDS,216
PP_0224,12.0,18.0,7.0,PP_RS01190,,SfnB family sulfur acquisition oxidoreductase,CDS,1242
PP_2275,32.0,52.0,23.0,PP_RS11855,,hypothetical protein,CDS,210
PP_2276,39.0,51.0,22.0,PP_RS11860,,putative phage exonuclease,CDS,753
PP_2277,175.0,110.0,151.0,PP_RS11870,,HEPN domain-containing protein,CDS,1386
PP_2278,2.0,4.0,1.0,PP_RS11875,,hypothetical protein,CDS,195
PP_2279,47.0,11.0,4.0,PP_RS11880,,portal protein,CDS,1575
PP_2281,7.0,16.0,4.0,PP_RS11885,,phage capsid assembly protein,CDS,780
PP_5513,6.0,3.0,14.0,PP_RS11890,,DUF1353 domain-containing protein,CDS,441
PP_2282,16.0,13.0,8.0,PP_RS11900,,phage capsid protein,CDS,969
PP_2283,14.0,5.0,7.0,PP_RS11905,,tail protein,CDS,588
PP_0225,29.0,39.0,55.0,PP_RS01195,tcyN,L-cystine ABC transporter ATP-binding protein TcyN,CDS,759
PP_2284,58.0,40.0,46.0,PP_RS11910,,tail protein,CDS,2346
PP_5514,13.0,55.0,29.0,PP_RS11915,,hypothetical protein,CDS,414
PP_2285,12.0,6.0,3.0,PP_RS11920,,hypothetical protein,CDS,561
PP_2286,49.0,13.0,14.0,PP_RS11925,,hypothetical protein,CDS,2190
PP_2287,102.0,64.0,51.0,PP_RS11930,,transglycosylase SLT domain-containing protein,CDS,4710
PP_2288,32.0,17.0,18.0,PP_RS11935,,phage tail fiber protein,CDS,1641
PP_2289,21.0,8.0,4.0,PP_RS11940,,hypothetical protein,CDS,504
PP_2290,14.0,9.0,3.0,PP_RS11945,,hypothetical protein,CDS,237
PP_2291,43.0,49.0,47.0,PP_RS11950,,hypothetical protein,CDS,288
PP_2292,649.0,411.0,541.0,PP_RS11955,,hypothetical protein,CDS,756
PP_0226,29.0,45.0,51.0,PP_RS01200,tcyL,cystine ABC transporter permease,CDS,669
PP_2293,52.0,23.0,15.0,PP_RS11960,terL,phage terminase large subunit,CDS,1689
PP_2294,204.0,230.0,169.0,PP_RS11965,,hypothetical protein,CDS,414
PP_5515,10.0,0.0,4.0,PP_RS11970,,hypothetical protein,CDS,243
PP_5516,516.0,296.0,236.0,PP_RS11975,,hypothetical protein,CDS,198
PP_5517,36.0,83.0,114.0,PP_RS11980,,hypothetical protein,CDS,333
PP_2295,7.0,12.0,9.0,PP_RS11985,,antirestriction protein ArdA,CDS,585
PP_2296,289.0,392.0,322.0,PP_RS11990,,hypothetical protein,CDS,357
PP_2297,147.0,301.0,341.0,PP_RS11995,,site-specific integrase,CDS,1083
PP_2298,11.0,64.0,49.0,PP_RS12005,,DUF6388 family protein,CDS,300
PP_0227,78.0,146.0,215.0,PP_RS01205,tcyJ,cystine ABC transporter substrate-binding protein,CDS,795
PP_2299,408.0,866.0,851.0,PP_RS12010,tig,trigger factor,CDS,1314
PP_2300,268.0,392.0,388.0,PP_RS12015,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,CDS,642
PP_2301,253.0,853.0,634.0,PP_RS12020,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,CDS,1284
PP_2302,585.0,1471.0,1114.0,PP_RS12025,lon,endopeptidase La,CDS,2397
PP_2303,319.0,640.0,531.0,PP_RS12030,hupB,nucleoid-associated protein HU-beta,CDS,273
PP_2304,76.0,280.0,285.0,PP_RS12035,,SurA N-terminal domain-containing protein,CDS,1872
PP_2305,18.0,94.0,48.0,PP_RS12040,,patatin-like phospholipase family protein,CDS,1041
PP_2306,10.0,26.0,29.0,PP_RS12045,,lipoprotein,CDS,279
PP_2307,4.0,54.0,27.0,PP_RS12050,,CHAD domain-containing protein,CDS,780
PP_2308,6.0,31.0,33.0,PP_RS12055,,acyl-CoA thioesterase II,CDS,798
PP_0228,41.0,82.0,85.0,PP_RS01210,epsC,serine O-acetyltransferase EpsC,CDS,933
PP_2309,5.0,32.0,59.0,PP_RS12060,,Mpo1-like protein,CDS,369
PP_2310,325.0,867.0,971.0,PP_RS12065,,methyl-accepting chemotaxis protein,CDS,1479
PP_2311,5.0,19.0,16.0,PP_RS12070,,TatD family hydrolase,CDS,798
PP_2312,11.0,57.0,54.0,PP_RS12075,,transglycosylase SLT domain-containing protein,CDS,1407
PP_2313,7.0,18.0,8.0,PP_RS12080,,DoxX family protein,CDS,438
PP_2314,14.0,60.0,42.0,PP_RS12085,,hypothetical protein,CDS,309
PP_2315,121.0,236.0,199.0,PP_RS12090,greB,transcription elongation factor GreB,CDS,489
PP_2316,23.0,52.0,36.0,PP_RS12095,,ABC transporter permease,CDS,2508
PP_2317,0.0,22.0,25.0,PP_RS12100,,ABC transporter ATP-binding protein,CDS,687
PP_2318,2.0,24.0,24.0,PP_RS12105,,arylesterase,CDS,606
PP_0229,60.0,69.0,46.0,PP_RS01215,betT,choline transporter BetT,CDS,1962
PP_2319,1.0,2.0,0.0,PP_RS12110,,hypothetical protein,CDS,291
PP_2320,183.0,330.0,270.0,PP_RS12115,,"L,D-transpeptidase family protein",CDS,978
PP_2322,778.0,4935.0,7611.0,PP_RS12120,,Lpp/OprI family alanine-zipper lipoprotein,CDS,252
PP_2323,19.0,52.0,47.0,PP_RS12125,,GNAT family N-acetyltransferase,CDS,282
PP_2324,59.0,214.0,193.0,PP_RS12130,,3-deoxy-7-phosphoheptulonate synthase,CDS,1077
PP_2325,7.0,16.0,20.0,PP_RS12135,,putative 2-dehydropantoate 2-reductase,CDS,948
PP_2326,18.0,99.0,127.0,PP_RS12140,,universal stress protein,CDS,498
PP_2327,55.0,249.0,247.0,PP_RS12145,cysB,HTH-type transcriptional regulator CysB,CDS,975
PP_2328,24.0,143.0,160.0,PP_RS12150,,phosphoadenylyl-sulfate reductase,CDS,735
PP_2329,12.0,30.0,19.0,PP_RS12155,pabB,aminodeoxychorismate synthase component I,CDS,1341
PP_0230,17.0,15.0,16.0,PP_RS01220,tauD,taurine dioxygenase,CDS,834
PP_2330,61.0,153.0,137.0,PP_RS12160,,alpha-L-glutamate ligase-like protein,CDS,981
PP_2331,64.0,174.0,252.0,PP_RS12165,,inactive transglutaminase family protein,CDS,1536
PP_2332,19.0,35.0,24.0,PP_RS12170,,ATP-dependent zinc protease,CDS,537
PP_2333,11.0,49.0,33.0,PP_RS12175,,GntR family transcriptional regulator,CDS,717
PP_2334,42.0,41.0,52.0,PP_RS12180,prpB,methylisocitrate lyase,CDS,891
PP_2335,36.0,114.0,92.0,PP_RS12185,prpC,2-methylcitrate synthase,CDS,1128
PP_2336,32.0,116.0,139.0,PP_RS12190,acnD,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,CDS,2589
PP_2337,22.0,43.0,37.0,PP_RS12195,prpF,2-methylaconitate cis-trans isomerase PrpF,CDS,1191
PP_2338,28.0,90.0,114.0,PP_RS12200,prpD,2-methylcitrate dehydratase,CDS,1485
PP_2339,266.0,1113.0,1117.0,PP_RS12205,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,CDS,2610
PP_0231,6.0,15.0,12.0,PP_RS01225,tauC,taurine ABC transporter permease TauC,CDS,840
PP_2340,23.0,108.0,117.0,PP_RS12210,,DUF1289 domain-containing protein,CDS,483
PP_2341,26.0,59.0,41.0,PP_RS12215,queD,6-carboxytetrahydropterin synthase QueD,CDS,357
PP_2343,395.0,340.0,284.0,PP_RS12220,,zeta toxin family protein,CDS,732
PP_2344,20.0,49.0,45.0,PP_RS12225,,patatin-like phospholipase family protein,CDS,1080
PP_2345,77.0,130.0,113.0,PP_RS12230,,PepSY domain-containing protein,CDS,309
PP_2346,20.0,50.0,35.0,PP_RS12235,,PepSY domain-containing protein,CDS,315
PP_2347,8.0,26.0,34.0,PP_RS12240,,response regulator transcription factor,CDS,669
PP_2348,11.0,47.0,49.0,PP_RS12245,,sensor histidine kinase,CDS,1320
PP_2349,9.0,11.0,8.0,PP_RS12250,,HPP family protein,CDS,1155
PP_2350,7.0,18.0,14.0,PP_RS12255,,LysR family transcriptional regulator,CDS,867
PP_0232,7.0,15.0,2.0,PP_RS01230,tauB,taurine ABC transporter ATP-binding subunit,CDS,789
PP_2351,27.0,99.0,81.0,PP_RS12260,,propionyl-CoA synthetase,CDS,1890
PP_2352,20.0,79.0,99.0,PP_RS12265,zapE,cell division protein ZapE,CDS,1071
PP_5520,3.0,10.0,13.0,PP_RS12270,,hypothetical protein,CDS,243
PP_t41,0.0,2.0,0.0,PP_RS12280,,tRNA-Gln,tRNA,75
PP_2354,32.0,157.0,136.0,PP_RS12285,,hybrid sensor histidine kinase/response regulator,CDS,2388
PP_2355,1.0,28.0,31.0,PP_RS12290,,response regulator,CDS,462
PP_2356,68.0,203.0,237.0,PP_RS12295,,ATP-binding protein,CDS,2247
PP_2357,24.0,106.0,91.0,PP_RS12300,,spore coat U domain-containing protein,CDS,528
PP_2358,14.0,50.0,53.0,PP_RS12305,,spore coat U domain-containing protein,CDS,537
PP_2359,10.0,21.0,56.0,PP_RS12310,,spore coat U domain-containing protein,CDS,534
PP_0233,11.0,17.0,20.0,PP_RS01235,tauA,taurine ABC transporter substrate-binding protein,CDS,972
PP_2360,14.0,17.0,21.0,PP_RS12315,,spore coat U domain-containing protein,CDS,504
PP_2361,6.0,15.0,17.0,PP_RS12320,,molecular chaperone,CDS,777
PP_2362,47.0,72.0,41.0,PP_RS12325,,fimbria/pilus outer membrane usher protein,CDS,2298
PP_2363,17.0,21.0,15.0,PP_RS12330,,spore coat U domain-containing protein,CDS,972
PP_2364,29.0,114.0,119.0,PP_RS12335,,M14-type cytosolic carboxypeptidase,CDS,1149
PP_2365,19.0,12.0,15.0,PP_RS12340,,helix-turn-helix domain-containing protein,CDS,774
PP_2366,12.0,17.0,8.0,PP_RS12345,,MFS transporter,CDS,1233
PP_2367,12.0,2.0,4.0,PP_RS12350,,MFS transporter,CDS,1188
PP_2368,10.0,15.0,31.0,PP_RS12355,dkgB,"2,5-didehydrogluconate reductase DkgB",CDS,804
PP_2369,59.0,54.0,26.0,PP_RS12360,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4188
PP_0234,224.0,513.0,591.0,PP_RS01240,,OprD family porin,CDS,1335
PP_2370,57.0,123.0,140.0,PP_RS12365,,DUF934 domain-containing protein,CDS,495
PP_2371,112.0,514.0,437.0,PP_RS12370,,nitrite/sulfite reductase,CDS,1653
PP_2372,34.0,74.0,84.0,PP_RS12375,,ABC transporter substrate-binding protein,CDS,1077
PP_2374,2.0,13.0,19.0,PP_RS12380,,DUF2970 domain-containing protein,CDS,216
PP_2375,151.0,518.0,504.0,PP_RS12385,metH,methionine synthase,CDS,3708
PP_2376,83.0,182.0,155.0,PP_RS12390,,fatty acid cis/trans isomerase,CDS,2301
PP_2377,22.0,24.0,10.0,PP_RS12395,,acyltransferase,CDS,1035
PP_2378,140.0,239.0,204.0,PP_RS12400,nfuA,Fe-S biogenesis protein NfuA,CDS,585
PP_2379,21.0,158.0,144.0,PP_RS12405,,SCO family protein,CDS,609
PP_2380,33.0,81.0,120.0,PP_RS12410,,copper chaperone PCu(A)C,CDS,483
PP_0023,864.0,562.0,821.0,PP_RS28780,,hypothetical protein,CDS,129
PP_0235,49.0,43.0,45.0,PP_RS01245,,peroxiredoxin,CDS,639
PP_2381,31.0,74.0,94.0,PP_RS12415,,hypothetical protein,CDS,228
PP_2382,46.0,52.0,30.0,PP_RS12420,,MFS transporter,CDS,1218
PP_2383,7.0,20.0,12.0,PP_RS12425,,AraC family transcriptional regulator,CDS,846
PP_2384,4.0,5.0,6.0,PP_RS12430,,AzlD domain-containing protein,CDS,315
PP_2385,10.0,21.0,12.0,PP_RS12435,,AzlC family ABC transporter permease,CDS,693
PP_2386,5.0,18.0,19.0,PP_RS12440,,hypothetical protein,CDS,696
PP_2387,18.0,79.0,76.0,PP_RS12445,,hypothetical protein,CDS,1083
PP_2388,26.0,55.0,81.0,PP_RS12450,,LysE family translocator,CDS,627
PP_2389,65.0,100.0,101.0,PP_RS12455,,YqcI/YcgG family protein,CDS,789
PP_2390,18.0,66.0,71.0,PP_RS12460,,LysR substrate-binding domain-containing protein,CDS,921
PP_0236,13.0,17.0,20.0,PP_RS01250,ssuE,NADPH-dependent FMN reductase,CDS,594
PP_2391,23.0,34.0,37.0,PP_RS12465,,LysR substrate-binding domain-containing protein,CDS,348
PP_2392,8.0,6.0,7.0,PP_RS12470,,MFS transporter,CDS,1077
PP_2393,30.0,95.0,106.0,PP_RS12475,,DNA polymerase II,CDS,2361
PP_2394,102.0,73.0,58.0,PP_RS12480,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4422
PP_2395,80.0,96.0,49.0,PP_RS12485,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4494
PP_2396,122.0,320.0,357.0,PP_RS12490,,DUF4174 domain-containing protein,CDS,552
PP_2397,11.0,14.0,8.0,PP_RS12495,,hypothetical protein,CDS,492
PP_2398,23.0,4.0,6.0,PP_RS12500,,DUF692 domain-containing protein,CDS,834
PP_2399,17.0,9.0,2.0,PP_RS12505,,DUF2063 domain-containing protein,CDS,696
PP_2400,2.0,3.0,0.0,PP_RS12510,,DoxX family protein,CDS,489
PP_0237,18.0,30.0,12.0,PP_RS01255,,sulfonate ABC transporter substrate-binding protein,CDS,966
PP_2401,2.0,4.0,2.0,PP_RS12515,,ferric reductase-like transmembrane domain-containing protein,CDS,618
PP_2402,34.0,10.0,2.0,PP_RS12520,,HAMP domain-containing sensor histidine kinase,CDS,1287
PP_2403,17.0,14.0,12.0,PP_RS12525,,response regulator,CDS,741
PP_2404,0.0,3.0,4.0,PP_RS12530,,DUF2790 domain-containing protein,CDS,276
PP_2405,17.0,34.0,7.0,PP_RS12535,,thioredoxin family protein,CDS,516
PP_2406,4.0,9.0,2.0,PP_RS12540,,shikimate dehydrogenase,CDS,849
PP_2407,0.0,8.0,1.0,PP_RS12545,aroQ,type II 3-dehydroquinate dehydratase,CDS,450
PP_2408,11.0,6.0,0.0,PP_RS12550,,TolC family protein,CDS,1254
PP_2409,4.0,3.0,2.0,PP_RS12555,,efflux RND transporter periplasmic adaptor subunit,CDS,1215
PP_2410,28.0,47.0,16.0,PP_RS12560,,efflux RND transporter permease subunit,CDS,3147
PP_0238,13.0,26.0,23.0,PP_RS01260,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,CDS,1149
PP_2411,15.0,5.0,4.0,PP_RS12565,,MFS transporter,CDS,1338
PP_2412,18.0,11.0,12.0,PP_RS12570,,ParA family protein,CDS,777
PP_2413,23.0,50.0,32.0,PP_RS12575,,sensor domain-containing diguanylate cyclase,CDS,1572
PP_2414,14.0,39.0,54.0,PP_RS12580,,hypothetical protein,CDS,480
PP_2415,3.0,10.0,11.0,PP_RS12585,,GNAT family N-acetyltransferase,CDS,498
PP_2416,10.0,15.0,31.0,PP_RS12590,,ABC transporter ATP-binding protein,CDS,789
PP_2417,7.0,8.0,20.0,PP_RS12595,,iron ABC transporter permease,CDS,1017
PP_2418,13.0,17.0,28.0,PP_RS12600,,ABC transporter substrate-binding protein,CDS,1011
PP_2419,17.0,13.0,15.0,PP_RS12605,,DUF1624 domain-containing protein,CDS,1161
PP_2420,52.0,33.0,16.0,PP_RS12610,,TonB-dependent siderophore receptor,CDS,2127
PP_0239,10.0,11.0,13.0,PP_RS01265,ssuC,aliphatic sulfonate ABC transporter permease SsuC,CDS,798
PP_2421,16.0,10.0,17.0,PP_RS12615,,GNAT family N-acetyltransferase,CDS,570
