,PPutida_1,PPutida_2,PPutida_4,locus_tag,name,description,type,length
PP_2182,3520,3382,1228,PP_RS11320,,ProQ/FinO family protein,CDS,516
PP_2183,815,784,311,PP_RS11325,,formate dehydrogenase subunit gamma,CDS,483
PP_2184,1315,1233,684,PP_RS11330,,NADH-quinone oxidoreductase subunit NuoF,CDS,1560
PP_2185,2159,2449,1233,PP_RS11335,fdhF,formate dehydrogenase subunit alpha,CDS,2883
PP_2186,161,129,66,PP_RS11340,,formate dehydrogenase subunit delta,CDS,204
PP_2187,9259,10481,4239,PP_RS11345,,universal stress protein,CDS,864
PP_2188,2773,2424,1401,PP_RS11350,miaE,tRNA-(ms[2]io[6]A)-hydroxylase,CDS,618
PP_0214,20402,21077,10810,PP_RS01140,gabT,4-aminobutyrate--2-oxoglutarate transaminase,CDS,1278
PP_2189,3764,4349,2239,PP_RS11355,,YqjD family protein,CDS,321
PP_2190,2542,2377,1041,PP_RS11360,,hypothetical protein,CDS,264
PP_2191,1741,1989,800,PP_RS11365,,LEA type 2 family protein,CDS,480
PP_2192,2254,2832,1208,PP_RS11370,,sigma-70 family RNA polymerase sigma factor,CDS,1125
PP_2193,858,791,622,PP_RS11375,,TonB-dependent receptor,CDS,2427
PP_2194,394,446,310,PP_RS11380,,LysR family transcriptional regulator,CDS,891
PP_2195,776,707,502,PP_RS11385,,extracellular solute-binding protein,CDS,1080
PP_2196,542,488,334,PP_RS11390,speB,agmatinase,CDS,966
PP_2197,305,320,135,PP_RS11395,,hypothetical protein,CDS,318
PP_2198,3231,3557,1528,PP_RS11400,,PQQ-dependent sugar dehydrogenase,CDS,1146
PP_0215,3345,3499,1921,PP_RS01145,,response regulator,CDS,1260
PP_2199,2329,2915,1006,PP_RS11405,zapE,cell division protein ZapE,CDS,1107
PP_2200,1809,2293,864,PP_RS11410,,DinB family protein,CDS,582
PP_2201,2144,2205,986,PP_RS11415,,alpha/beta fold hydrolase,CDS,999
PP_2202,469,391,269,PP_RS11420,,YqaA family protein,CDS,438
PP_2203,1782,1785,869,PP_RS11425,,DUF411 domain-containing protein,CDS,429
PP_2204,870,1062,514,PP_RS11430,,copper resistance protein B,CDS,885
PP_2205,1272,1217,694,PP_RS11435,,copper resistance system multicopper oxidase,CDS,1725
PP_2206,12641,12751,5999,PP_RS11440,yegQ,tRNA 5-hydroxyuridine modification protein YegQ,CDS,1335
PP_2207,1062,1234,330,PP_RS11445,,AI-2E family transporter,CDS,1065
PP_2208,380,377,176,PP_RS11450,phnX,phosphonoacetaldehyde hydrolase,CDS,828
PP_0216,2519,3413,1301,PP_RS01150,,sensor domain-containing diguanylate cyclase,CDS,1029
PP_2209,201,183,97,PP_RS11455,,2-aminoethylphosphonate--pyruvate transaminase,CDS,1107
PP_2210,733,653,371,PP_RS11460,,LysR substrate-binding domain-containing protein,CDS,864
PP_2211,1192,1222,745,PP_RS11465,,AraC family transcriptional regulator,CDS,1023
PP_2212,3062,3526,1694,PP_RS11470,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4446
PP_2213,1216,1321,1113,PP_RS11475,,acyl-CoA synthetase,CDS,1647
PP_2214,1063,1115,547,PP_RS11480,,SDR family NAD(P)-dependent oxidoreductase,CDS,768
PP_2215,1646,1614,995,PP_RS11485,,acetyl-CoA C-acyltransferase,CDS,1194
PP_2216,1392,1211,1120,PP_RS11490,,acyl-CoA dehydrogenase,CDS,1128
PP_2217,5992,7609,3497,PP_RS11495,,enoyl-CoA hydratase,CDS,774
PP_2218,3388,3639,1664,PP_RS11500,,IS4-like element ISPpu8 family transposase,CDS,1302
PP_0217,3748,4208,1514,PP_RS01155,desA,delta-9 fatty acid desaturase DesA,CDS,1185
PP_2219,2287,4104,1634,PP_RS28545,,hypothetical protein,CDS,369
PP_2220,6480,5875,3967,PP_RS11510,,TraR/DksA family transcriptional regulator,CDS,405
PP_2222,83,66,45,PP_RS11515,,hypothetical protein,CDS,195
PP_2223,5815,6399,2658,PP_RS11520,,hypothetical protein,CDS,471
PP_2224,2697,2748,1537,PP_RS11525,,hypothetical protein,CDS,213
PP_2225,4037,4947,2218,PP_RS11530,,Na+/H+ antiporter subunit G,CDS,366
PP_2226,1551,2056,620,PP_RS11535,,K+/H+ antiporter subunit F,CDS,279
PP_2227,1056,1297,709,PP_RS11540,,Na+/H+ antiporter subunit E,CDS,489
PP_2228,2656,2538,1754,PP_RS11545,,monovalent cation/H+ antiporter subunit D,CDS,1680
PP_2229,450,400,214,PP_RS11550,,Na+/H+ antiporter subunit C,CDS,345
PP_0218,5898,6814,2830,PP_RS01160,,phosphodiesterase DibA,CDS,1896
PP_2230,6241,6348,3544,PP_RS11555,,monovalent cation/H+ antiporter subunit A,CDS,2916
PP_2231,570,586,296,PP_RS11560,,DMT family transporter,CDS,951
PP_2232,829,927,552,PP_RS11565,,helix-turn-helix domain-containing protein,CDS,564
PP_2233,1672,1887,1314,PP_RS11570,,cysteine hydrolase family protein,CDS,549
PP_2234,3083,3748,1898,PP_RS11575,,GlxA family transcriptional regulator,CDS,993
PP_2235,332,275,198,PP_RS11580,,antibiotic biosynthesis monooxygenase,CDS,381
PP_2236,2339,3433,1236,PP_RS11585,,S9 family peptidase,CDS,771
PP_2237,773,911,463,PP_RS11590,,DUF3182 family protein,CDS,1119
PP_2238,7381,8398,3584,PP_RS11595,,aminopeptidase P family protein,CDS,1809
PP_5504,9117,18122,2914,PP_RS11600,,hypothetical protein,CDS,282
PP_0219,252,239,90,PP_RS01165,,methionine ABC transporter permease,CDS,645
PP_2239,726,751,368,PP_RS11605,rhtA,threonine/homoserine exporter RhtA,CDS,888
PP_2240,1604,1620,794,PP_RS11635,,ABC transporter ATP-binding protein/permease,CDS,1809
PP_2241,830,847,446,PP_RS11640,,MFS transporter,CDS,1200
PP_2242,676,814,422,PP_RS11645,,TonB-dependent siderophore receptor,CDS,2235
PP_2243,218,291,141,PP_RS11650,,histidine phosphatase family protein,CDS,540
PP_0220,327,350,165,PP_RS01170,,methionine ABC transporter ATP-binding protein,CDS,1110
PP_2244,1368,1084,742,PP_RS11655,,sulfite exporter TauE/SafE family protein,CDS,786
PP_2245,799,1046,363,PP_RS11660,,helix-turn-helix domain-containing protein,CDS,594
PP_2246,185,191,106,PP_RS11665,,FAD-binding oxidoreductase,CDS,1137
PP_2247,367,343,202,PP_RS11670,,RidA family protein,CDS,378
PP_2248,1482,1945,823,PP_RS11675,,membrane protein,CDS,1065
PP_2249,3536,4301,3160,PP_RS11680,mcpA,methyl-accepting chemotaxis protein McpA,CDS,1887
PP_2250,632,802,396,PP_RS11685,,LysR family transcriptional regulator,CDS,879
PP_2251,19565,28510,10071,PP_RS11690,,PACE efflux transporter,CDS,429
PP_2252,1290,1255,459,PP_RS11695,,hypothetical protein,CDS,1050
PP_2253,798,767,407,PP_RS11700,,GntR family transcriptional regulator,CDS,669
PP_0221,326,457,168,PP_RS01175,,MetQ/NlpA family ABC transporter substrate-binding protein,CDS,801
PP_2254,1630,1658,760,PP_RS11705,,FadR/GntR family transcriptional regulator,CDS,699
PP_2255,1674,1802,917,PP_RS11710,,C4-dicarboxylate transporter DctA,CDS,1311
PP_2256,276,345,219,PP_RS11715,,helix-turn-helix domain-containing protein,CDS,315
PP_2257,9539,9367,4178,PP_RS11720,,PAS domain-containing methyl-accepting chemotaxis protein,CDS,1566
PP_2258,12355,12099,8085,PP_RS11725,,bifunctional diguanylate cyclase/phosphodiesterase,CDS,1689
PP_2259,1686,1860,765,PP_RS11730,,sigma-54-dependent Fis family transcriptional regulator,CDS,1749
PP_2260,102,87,43,PP_RS11735,,ABC transporter ATP-binding protein,CDS,1095
PP_2261,173,212,123,PP_RS11740,,ABC transporter ATP-binding protein,CDS,1098
PP_2262,323,379,117,PP_RS11745,,carbohydrate ABC transporter permease,CDS,867
PP_2263,676,762,314,PP_RS11750,,carbohydrate ABC transporter permease,CDS,801
PP_0222,351,474,161,PP_RS01180,,LLM class flavin-dependent oxidoreductase,CDS,1386
PP_5505,170,166,84,PP_RS11755,,DUF2160 domain-containing protein,CDS,273
PP_2264,2065,2220,1183,PP_RS11760,,ABC transporter substrate-binding protein,CDS,1740
PP_2265,15097,14149,10082,PP_RS11765,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,CDS,855
PP_2266,363,422,162,PP_RS11785,,DNA-directed RNA polymerase,CDS,2547
PP_5507,27,32,4,PP_RS11790,,hypothetical protein,CDS,177
PP_2267,47,49,54,PP_RS11795,,DUF2815 family protein,CDS,681
PP_2268,16,50,14,PP_RS11800,,endodeoxyribonuclease,CDS,483
PP_0223,228,314,125,PP_RS01185,,SfnB family sulfur acquisition oxidoreductase,CDS,1182
PP_2269,2,7,2,PP_RS11805,,N-acetylmuramoyl-L-alanine amidase,CDS,450
PP_2270,211,267,92,PP_RS11810,,toprim domain-containing protein,CDS,1605
PP_5508,23,27,16,PP_RS11815,,hypothetical protein,CDS,228
PP_5509,45,45,29,PP_RS11820,,hypothetical protein,CDS,411
PP_5510,22,46,14,PP_RS11825,,hypothetical protein,CDS,195
PP_2272,145,122,99,PP_RS11835,,hypothetical protein,CDS,558
PP_5511,27,17,11,PP_RS11840,,hypothetical protein,CDS,195
PP_2273,203,151,100,PP_RS11845,,DNA polymerase,CDS,2052
PP_2274,71,71,26,PP_RS11850,,hypothetical protein,CDS,216
PP_0224,712,794,314,PP_RS01190,,SfnB family sulfur acquisition oxidoreductase,CDS,1242
PP_2275,950,842,438,PP_RS11855,,hypothetical protein,CDS,210
PP_2276,203,203,77,PP_RS11860,,putative phage exonuclease,CDS,753
PP_2277,2973,3144,1146,PP_RS11870,,HEPN domain-containing protein,CDS,1386
PP_2278,51,57,30,PP_RS11875,,hypothetical protein,CDS,195
PP_2279,390,441,210,PP_RS11880,,portal protein,CDS,1575
PP_2281,264,275,142,PP_RS11885,,phage capsid assembly protein,CDS,780
PP_5513,184,171,137,PP_RS11890,,DUF1353 domain-containing protein,CDS,441
PP_2282,297,333,157,PP_RS11900,,phage capsid protein,CDS,969
PP_2283,90,116,55,PP_RS11905,,tail protein,CDS,588
PP_0225,2894,2429,1279,PP_RS01195,tcyN,L-cystine ABC transporter ATP-binding protein TcyN,CDS,759
PP_2284,701,687,585,PP_RS11910,,tail protein,CDS,2346
PP_5514,165,173,120,PP_RS11915,,hypothetical protein,CDS,414
PP_2285,113,144,72,PP_RS11920,,hypothetical protein,CDS,561
PP_2286,309,352,315,PP_RS11925,,hypothetical protein,CDS,2190
PP_2287,590,546,303,PP_RS11930,,transglycosylase SLT domain-containing protein,CDS,4710
PP_2288,299,287,178,PP_RS11935,,phage tail fiber protein,CDS,1641
PP_2289,204,162,158,PP_RS11940,,hypothetical protein,CDS,504
PP_2290,612,999,307,PP_RS11945,,hypothetical protein,CDS,237
PP_2291,885,992,281,PP_RS11950,,hypothetical protein,CDS,288
PP_2292,6370,8070,4820,PP_RS11955,,hypothetical protein,CDS,756
PP_0226,3305,3165,1941,PP_RS01200,tcyL,cystine ABC transporter permease,CDS,669
PP_2293,637,909,379,PP_RS11960,terL,phage terminase large subunit,CDS,1689
PP_2294,7653,9322,3669,PP_RS11965,,hypothetical protein,CDS,414
PP_5515,132,121,72,PP_RS11970,,hypothetical protein,CDS,243
PP_5516,6001,7994,3198,PP_RS11975,,hypothetical protein,CDS,198
PP_5517,22059,27261,9856,PP_RS11980,,hypothetical protein,CDS,333
PP_2295,285,313,113,PP_RS11985,,antirestriction protein ArdA,CDS,585
PP_2296,7181,6560,2702,PP_RS11990,,hypothetical protein,CDS,357
PP_2297,6935,7095,2665,PP_RS11995,,site-specific integrase,CDS,1083
PP_2298,715,598,320,PP_RS12005,,DUF6388 family protein,CDS,300
PP_0227,5148,5361,3180,PP_RS01205,tcyJ,cystine ABC transporter substrate-binding protein,CDS,795
PP_2299,164401,169305,77653,PP_RS12010,tig,trigger factor,CDS,1314
PP_2300,75945,82088,34056,PP_RS12015,clpP,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,CDS,642
PP_2301,43847,38389,20315,PP_RS12020,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,CDS,1284
PP_2302,47883,49259,24976,PP_RS12025,lon,endopeptidase La,CDS,2397
PP_2303,57753,50445,15510,PP_RS12030,hupB,nucleoid-associated protein HU-beta,CDS,273
PP_2304,10663,10188,5396,PP_RS12035,,SurA N-terminal domain-containing protein,CDS,1872
PP_2305,2519,2917,1479,PP_RS12040,,patatin-like phospholipase family protein,CDS,1041
PP_2306,1269,1144,548,PP_RS12045,,lipoprotein,CDS,279
PP_2307,2377,2219,1333,PP_RS12050,,CHAD domain-containing protein,CDS,780
PP_2308,1296,1289,874,PP_RS12055,,acyl-CoA thioesterase II,CDS,798
PP_0228,3952,4402,2163,PP_RS01210,epsC,serine O-acetyltransferase EpsC,CDS,933
PP_2309,1241,1393,681,PP_RS12060,,Mpo1-like protein,CDS,369
PP_2310,17960,21072,9733,PP_RS12065,,methyl-accepting chemotaxis protein,CDS,1479
PP_2311,6062,7425,2663,PP_RS12070,,TatD family hydrolase,CDS,798
PP_2312,2418,2851,1275,PP_RS12075,,transglycosylase SLT domain-containing protein,CDS,1407
PP_2313,1191,1254,500,PP_RS12080,,DoxX family protein,CDS,438
PP_2314,11037,14788,5395,PP_RS12085,,hypothetical protein,CDS,309
PP_2315,8297,11661,5461,PP_RS12090,greB,transcription elongation factor GreB,CDS,489
PP_2316,4160,3552,1976,PP_RS12095,,ABC transporter permease,CDS,2508
PP_2317,4033,4979,1778,PP_RS12100,,ABC transporter ATP-binding protein,CDS,687
PP_2318,2329,2034,1153,PP_RS12105,,arylesterase,CDS,606
PP_0229,1853,1887,951,PP_RS01215,betT,choline transporter BetT,CDS,1962
PP_2319,640,569,283,PP_RS12110,,hypothetical protein,CDS,291
PP_2320,10968,10702,6836,PP_RS12115,,"L,D-transpeptidase family protein",CDS,978
PP_2322,411082,406367,108111,PP_RS12120,,Lpp/OprI family alanine-zipper lipoprotein,CDS,252
PP_2323,1715,1411,1020,PP_RS12125,,GNAT family N-acetyltransferase,CDS,282
PP_2324,37932,43948,15771,PP_RS12130,,3-deoxy-7-phosphoheptulonate synthase,CDS,1077
PP_2325,1315,1434,656,PP_RS12135,,putative 2-dehydropantoate 2-reductase,CDS,948
PP_2326,883,1230,471,PP_RS12140,,universal stress protein,CDS,498
PP_2327,15476,18905,6434,PP_RS12145,cysB,HTH-type transcriptional regulator CysB,CDS,975
PP_2328,7689,8234,3211,PP_RS12150,,phosphoadenylyl-sulfate reductase,CDS,735
PP_2329,3669,3628,2207,PP_RS12155,pabB,aminodeoxychorismate synthase component I,CDS,1341
PP_0230,288,238,155,PP_RS01220,tauD,taurine dioxygenase,CDS,834
PP_2330,4094,3488,2161,PP_RS12160,,alpha-L-glutamate ligase-like protein,CDS,981
PP_2331,12812,12157,6695,PP_RS12165,,inactive transglutaminase family protein,CDS,1536
PP_2332,4304,3848,2312,PP_RS12170,,ATP-dependent zinc protease,CDS,537
PP_2333,1863,2087,961,PP_RS12175,,GntR family transcriptional regulator,CDS,717
PP_2334,2386,2203,1387,PP_RS12180,prpB,methylisocitrate lyase,CDS,891
PP_2335,3561,3577,1968,PP_RS12185,prpC,2-methylcitrate synthase,CDS,1128
PP_2336,5699,5683,3439,PP_RS12190,acnD,Fe/S-dependent 2-methylisocitrate dehydratase AcnD,CDS,2589
PP_2337,2271,2378,1241,PP_RS12195,prpF,2-methylaconitate cis-trans isomerase PrpF,CDS,1191
PP_2338,6559,8172,3126,PP_RS12200,prpD,2-methylcitrate dehydratase,CDS,1485
PP_2339,86205,83177,40671,PP_RS12205,acnB,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,CDS,2610
PP_0231,224,242,133,PP_RS01225,tauC,taurine ABC transporter permease TauC,CDS,840
PP_2340,5593,5867,3223,PP_RS12210,,DUF1289 domain-containing protein,CDS,483
PP_2341,6004,7019,3213,PP_RS12215,queD,6-carboxytetrahydropterin synthase QueD,CDS,357
PP_2343,8204,8373,3037,PP_RS12220,,zeta toxin family protein,CDS,732
PP_2344,1998,1671,1208,PP_RS12225,,patatin-like phospholipase family protein,CDS,1080
PP_2345,5895,5960,3348,PP_RS12230,,PepSY domain-containing protein,CDS,309
PP_2346,1691,1749,1349,PP_RS12235,,PepSY domain-containing protein,CDS,315
PP_2347,2033,1836,1552,PP_RS12240,,response regulator transcription factor,CDS,669
PP_2348,1630,1330,1193,PP_RS12245,,sensor histidine kinase,CDS,1320
PP_2349,874,694,437,PP_RS12250,,HPP family protein,CDS,1155
PP_2350,900,883,589,PP_RS12255,,LysR family transcriptional regulator,CDS,867
PP_0232,144,162,73,PP_RS01230,tauB,taurine ABC transporter ATP-binding subunit,CDS,789
PP_2351,1585,1608,863,PP_RS12260,,propionyl-CoA synthetase,CDS,1890
PP_2352,5344,5645,2602,PP_RS12265,zapE,cell division protein ZapE,CDS,1071
PP_5520,819,1122,367,PP_RS12270,,hypothetical protein,CDS,243
PP_2354,4421,3591,2831,PP_RS12285,,hybrid sensor histidine kinase/response regulator,CDS,2388
PP_2355,2665,2775,1465,PP_RS12290,,response regulator,CDS,462
PP_2356,11232,12420,5093,PP_RS12295,,ATP-binding protein,CDS,2247
PP_2357,1563,1676,1047,PP_RS12300,,spore coat U domain-containing protein,CDS,528
PP_2358,1052,1199,908,PP_RS12305,,spore coat U domain-containing protein,CDS,537
PP_2359,3592,4206,2572,PP_RS12310,,spore coat U domain-containing protein,CDS,534
PP_0233,438,534,229,PP_RS01235,tauA,taurine ABC transporter substrate-binding protein,CDS,972
PP_2360,813,841,729,PP_RS12315,,spore coat U domain-containing protein,CDS,504
PP_2361,1332,1287,964,PP_RS12320,,molecular chaperone,CDS,777
PP_2362,1160,1286,1093,PP_RS12325,,fimbria/pilus outer membrane usher protein,CDS,2298
PP_2363,921,1016,569,PP_RS12330,,spore coat U domain-containing protein,CDS,972
PP_2364,5930,6054,2689,PP_RS12335,,M14-type cytosolic carboxypeptidase,CDS,1149
PP_2365,360,427,244,PP_RS12340,,helix-turn-helix domain-containing protein,CDS,774
PP_2366,134,177,111,PP_RS12345,,MFS transporter,CDS,1233
PP_2367,331,294,171,PP_RS12350,,MFS transporter,CDS,1188
PP_2368,484,539,302,PP_RS12355,dkgB,"2,5-didehydrogluconate reductase DkgB",CDS,804
PP_2369,1106,1256,488,PP_RS12360,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4188
PP_0234,31225,31078,10668,PP_RS01240,,OprD family porin,CDS,1335
PP_2370,10938,10963,5747,PP_RS12365,,DUF934 domain-containing protein,CDS,495
PP_2371,40742,44800,19184,PP_RS12370,,nitrite/sulfite reductase,CDS,1653
PP_2372,3771,3509,2366,PP_RS12375,,ABC transporter substrate-binding protein,CDS,1077
PP_2374,504,457,248,PP_RS12380,,DUF2970 domain-containing protein,CDS,216
PP_2375,25726,27096,13469,PP_RS12385,metH,methionine synthase,CDS,3708
PP_2376,3756,4342,1689,PP_RS12390,,fatty acid cis/trans isomerase,CDS,2301
PP_2377,998,1300,620,PP_RS12395,,acyltransferase,CDS,1035
PP_2378,3381,3616,1656,PP_RS12400,nfuA,Fe-S biogenesis protein NfuA,CDS,585
PP_2379,20799,31935,9739,PP_RS12405,,SCO family protein,CDS,609
PP_2380,8505,7938,4768,PP_RS12410,,copper chaperone PCu(A)C,CDS,483
PP_0023,2122,2148,1528,PP_RS28780,,hypothetical protein,CDS,129
PP_0235,1172,1101,628,PP_RS01245,,peroxiredoxin,CDS,639
PP_2381,5161,4630,3221,PP_RS12415,,hypothetical protein,CDS,228
PP_2382,1008,1278,460,PP_RS12420,,MFS transporter,CDS,1218
PP_2383,605,563,384,PP_RS12425,,AraC family transcriptional regulator,CDS,846
PP_2384,191,187,73,PP_RS12430,,AzlD domain-containing protein,CDS,315
PP_2385,737,774,318,PP_RS12435,,AzlC family ABC transporter permease,CDS,693
PP_2386,2387,2822,1328,PP_RS12440,,hypothetical protein,CDS,696
PP_2387,5390,4542,3619,PP_RS12445,,hypothetical protein,CDS,1083
PP_2388,13004,14667,6952,PP_RS12450,,LysE family translocator,CDS,627
PP_2389,14037,15855,6305,PP_RS12455,,YqcI/YcgG family protein,CDS,789
PP_2390,5840,7601,2181,PP_RS12460,,LysR substrate-binding domain-containing protein,CDS,921
PP_0236,926,774,497,PP_RS01250,ssuE,NADPH-dependent FMN reductase,CDS,594
PP_2391,515,589,236,PP_RS12465,,LysR substrate-binding domain-containing protein,CDS,348
PP_2392,2246,2741,1196,PP_RS12470,,MFS transporter,CDS,1077
PP_2393,3966,4235,2572,PP_RS12475,,DNA polymerase II,CDS,2361
PP_2394,1927,2082,1072,PP_RS12480,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4422
PP_2395,1204,1243,665,PP_RS12485,,NEL-type E3 ubiquitin ligase domain-containing protein,CDS,4494
PP_2396,3735,4005,1625,PP_RS12490,,DUF4174 domain-containing protein,CDS,552
PP_2397,398,446,306,PP_RS12495,,hypothetical protein,CDS,492
PP_2398,230,309,148,PP_RS12500,,DUF692 domain-containing protein,CDS,834
PP_2399,151,147,81,PP_RS12505,,DUF2063 domain-containing protein,CDS,696
PP_2400,118,72,59,PP_RS12510,,DoxX family protein,CDS,489
PP_0237,591,734,298,PP_RS01255,,sulfonate ABC transporter substrate-binding protein,CDS,966
PP_2401,14,17,63,PP_RS12515,,ferric reductase-like transmembrane domain-containing protein,CDS,618
PP_2402,286,287,179,PP_RS12520,,HAMP domain-containing sensor histidine kinase,CDS,1287
PP_2403,1008,1205,466,PP_RS12525,,response regulator,CDS,741
PP_2404,142,140,73,PP_RS12530,,DUF2790 domain-containing protein,CDS,276
PP_2405,64,76,56,PP_RS12535,,thioredoxin family protein,CDS,516
PP_2406,195,203,123,PP_RS12540,,shikimate dehydrogenase,CDS,849
PP_2407,458,370,315,PP_RS12545,aroQ,type II 3-dehydroquinate dehydratase,CDS,450
PP_2408,59,46,39,PP_RS12550,,TolC family protein,CDS,1254
PP_2409,53,68,46,PP_RS12555,,efflux RND transporter periplasmic adaptor subunit,CDS,1215
PP_2410,396,445,232,PP_RS12560,,efflux RND transporter permease subunit,CDS,3147
PP_0238,739,841,430,PP_RS01260,ssuD,FMNH2-dependent alkanesulfonate monooxygenase,CDS,1149
PP_2411,369,369,154,PP_RS12565,,MFS transporter,CDS,1338
PP_2412,883,1028,507,PP_RS12570,,ParA family protein,CDS,777
PP_2413,2943,3970,2046,PP_RS12575,,sensor domain-containing diguanylate cyclase,CDS,1572
PP_2414,967,914,480,PP_RS12580,,hypothetical protein,CDS,480
PP_2415,518,419,244,PP_RS12585,,GNAT family N-acetyltransferase,CDS,498
PP_2416,716,767,344,PP_RS12590,,ABC transporter ATP-binding protein,CDS,789
PP_2417,1446,1150,921,PP_RS12595,,iron ABC transporter permease,CDS,1017
PP_2418,3305,3003,2284,PP_RS12600,,ABC transporter substrate-binding protein,CDS,1011
PP_2419,1201,1354,1073,PP_RS12605,,DUF1624 domain-containing protein,CDS,1161
PP_2420,1647,1446,1058,PP_RS12610,,TonB-dependent siderophore receptor,CDS,2127
PP_0239,706,868,415,PP_RS01265,ssuC,aliphatic sulfonate ABC transporter permease SsuC,CDS,798
PP_2421,1575,2170,687,PP_RS12615,,GNAT family N-acetyltransferase,CDS,570
PP_2422,2739,3607,1192,PP_RS12620,,carboxymuconolactone decarboxylase family protein,CDS,345
PP_2423,6391,10018,3406,PP_RS12625,lpxO,lipid A hydroxylase LpxO,CDS,900
PP_2424,2932,3572,1017,PP_RS12630,thpR,"RNA 2',3'-cyclic phosphodiesterase",CDS,546
PP_2425,1588,1962,922,PP_RS12635,,AraC family transcriptional regulator,CDS,906
PP_2426,2117,2501,989,PP_RS12640,calA,vanillin reductase,CDS,1053
PP_5521,1837,2024,995,PP_RS12645,,hypothetical protein,CDS,1317
